"","logFC","logCPM","PValue","FDR"
"YBR082C",-0.419763276092401,8.81099500592417,2.14285465482612e-06,1.69508970489387e-05
"YLR170C",-0.744460444951913,5.95260718549428,2.1705304276378e-06,1.71469005878944e-05
"YLL058W",-0.767460157001674,6.17427103964798,2.17713075330294e-06,1.7176110223058e-05
"YGR153W",-1.47438245211115,4.32131970851787,2.19961364973034e-06,1.73303781164507e-05
"YBR073W",-0.661041352154657,6.83775700178831,2.22231790976114e-06,1.7485977489437e-05
"YLR220W",-0.530268510033145,7.26652049555452,2.23001033309876e-06,1.75232020464082e-05
"YAL015C",-0.825804175837145,6.06303436286247,2.2350085736538e-06,1.75314216491863e-05
"YPL270W",-0.528445723485715,7.0754904338057,2.23698214384582e-06,1.75314216491863e-05
"YDL076C",-0.650360190399423,6.11811128385329,2.2500948439515e-06,1.7610861364631e-05
"YCL044C",-0.760986992033527,5.86431708424648,2.27488740309995e-06,1.77813854215884e-05
"YGR253C",-0.464865806958878,8.39980130626847,2.34282897663729e-06,1.82882837134075e-05
"YKL190W",-0.549086967243307,7.19178385460677,2.39613594265282e-06,1.86797580667678e-05
"YLR193C",-0.954182491695791,5.30398428955493,2.42228732704312e-06,1.88587817290975e-05
"YEL058W",-0.618741750597716,8.34825529847642,2.45420230418859e-06,1.9082148533356e-05
"YER038W-A",-2.0593496611053,3.33529059425194,2.46564970803351e-06,1.91459964861343e-05
"YAR035W",-1.22678174955078,5.30573412506463,2.48104730411905e-06,1.92195830942345e-05
"YPL171C",-1.81861844748505,3.42727951577026,2.48162269460794e-06,1.92195830942345e-05
"YBL030C",-0.49108996166026,8.78729048285903,2.50269438703356e-06,1.93574414223236e-05
"YJR051W",-0.591748869301878,6.82506804212378,2.5501587258801e-06,1.96988109412957e-05
"YLR099W-A",-0.738247727749767,6.31022782706463,2.5585227537265e-06,1.97196421768114e-05
"YLL053C",1.44415407279106,3.69083510246218,2.55952090447713e-06,1.97196421768114e-05
"YBR009C",-0.567945699083683,9.22732150436541,2.56874028669778e-06,1.97649366403001e-05
"YPR081C",-0.748510138767081,5.74029669610391,2.5914091211753e-06,1.99134646363562e-05
"YPL161C",-0.870622265677672,5.34189817678176,2.61579426440553e-06,2.00747790693742e-05
"YGR097W",-0.476354116777566,8.17578034336659,2.62543469040954e-06,2.01226645895767e-05
"YKL051W",0.751615615247306,6.73586336195839,2.66063012827217e-06,2.03660394165413e-05
"YDL007W",-0.461474646705649,8.60057023946389,2.70951190883488e-06,2.0713413390925e-05
"YHL034C",-0.40340825038242,9.23586410473645,2.75118264241553e-06,2.10048357357067e-05
"YKL187C",-0.762467697903031,5.56298805360713,2.77014152388133e-06,2.11223291195951e-05
"YFR047C",-0.667748902066462,7.24153820377075,2.78664194024572e-06,2.12207984046769e-05
"YOR023C",-0.588510749226572,6.80206103856462,2.81882081893058e-06,2.1438255508499e-05
"YBR233W",-0.763939318437823,5.49764063676291,2.85851463288804e-06,2.1701629272538e-05
"YJL218W",-0.923177444342634,5.09878569437531,2.86078601192828e-06,2.1701629272538e-05
"YPL003W",-0.677965476909978,6.43255094544228,2.87313168509104e-06,2.17673753914004e-05
"YGL161C",-0.542656412374441,7.56420819281153,2.88027824493539e-06,2.17936142906429e-05
"YOL047C",-1.20957521097859,4.66341052260852,2.89451609972845e-06,2.18733738979479e-05
"YMR068W",-0.76304969348003,5.68776582215412,2.9676489264503e-06,2.23974218084265e-05
"YNL250W",-0.80687705953819,5.65182722615922,2.98924599845566e-06,2.25316797106524e-05
"YEL001C",-0.502419823444492,7.61282295482896,3.05338263613441e-06,2.29858334071339e-05
"YDL018C",-0.865681675021431,5.22498435549089,3.05764154960381e-06,2.29886468221165e-05
"YLR299W",-0.661814950107696,7.24782097811515,3.06999535171915e-06,2.30522366702058e-05
"YGL075C",-1.1273368347854,4.28719854645067,3.07819970752251e-06,2.30845471095192e-05
"YER178W",-0.470083653295508,9.30399782823984,3.09587451480961e-06,2.3187708233074e-05
"YNL155W",-0.657667792221121,6.79791336134625,3.12072084487642e-06,2.33442544110414e-05
"YHR007C",0.575232587111102,9.00858829311724,3.17200935516077e-06,2.3697953730412e-05
"YJR147W",0.714953386758395,5.64108129374174,3.19592557471577e-06,2.38465215959561e-05
"YDR479C",-0.640341264625161,6.98321655787939,3.2868274925743e-06,2.44939021077608e-05
"YGL160W",-0.686879576827262,5.96222518749342,3.30415101670812e-06,2.45920271268704e-05
"YOR192C-A",-5.9169626073612,2.28185178727391,3.39205196724824e-06,2.52145370479998e-05
"YEL038W",-0.524908017498974,7.17530746159746,3.4745088357733e-06,2.57950674796369e-05
"YPR019W",-0.551223031723484,6.77453044418975,3.48431845617591e-06,2.58354790791891e-05
"YOL020W",0.555274075416421,6.83840789462078,3.53128392849403e-06,2.61452558077265e-05
"YGR192C",0.458900516012804,14.7125094186141,3.53493402842339e-06,2.61452558077265e-05
"YKR077W",-0.904973117452365,5.23379224827052,3.5769792027023e-06,2.64232034237073e-05
"YNL103W",-0.62194810102381,6.84149243026823,3.58654364602376e-06,2.64608213884321e-05
"YNL192W",-0.430950809345968,8.73618468930403,3.59978644375303e-06,2.65254500469323e-05
"YNL175C",0.836137965633837,6.11937655840114,3.67196136169541e-06,2.70236260909848e-05
"YGL120C",0.799370620587189,6.91286263993839,3.73317206314935e-06,2.74399740343537e-05
"YKL171W",-0.679232828918194,6.37884329070214,3.78271552960943e-06,2.77583803830365e-05
"YDR506C",-0.798428105182798,5.32417642100365,3.78587341036174e-06,2.77583803830365e-05
"YIL016W",-0.597616478207146,6.52153502054379,3.84423329044303e-06,2.81291856915724e-05
"YMR070W",-0.549543074790436,6.95152756553089,3.84595423770188e-06,2.81291856915724e-05
"YDL125C",-0.433397383578153,8.20651607357898,3.8576238569859e-06,2.81797041503526e-05
"YDR208W",-0.715945009472898,6.65431455815151,3.86624375620316e-06,2.82078474789816e-05
"YPR008W",-0.697988050936422,7.49990710046087,3.87186423032064e-06,2.82140648408956e-05
"YFL048C",-0.552525680078046,6.96729807442773,3.9137380337768e-06,2.84841180145847e-05
"YGL004C",-0.713728979404609,5.76067343717438,3.95636066323162e-06,2.87589509144244e-05
"YHR112C",-0.766440451066311,6.3512815893705,4.01128675868226e-06,2.91191445113664e-05
"YML012W",-0.46444024933491,8.59184109079033,4.01575493007859e-06,2.91191445113664e-05
"YGL228W",-0.450326892077158,7.74193117614595,4.04637129730744e-06,2.92931591958957e-05
"YLL029W",-0.466637840125013,7.74497670807729,4.04965425422387e-06,2.92931591958957e-05
"YPL184C",-0.507004153273339,7.2900803152392,4.0575716594439e-06,2.93145928069958e-05
"YKR095W",-0.507244153349497,7.47511383530866,4.07249213150519e-06,2.93865072464832e-05
"YBR225W",-0.830634583923557,5.97672307356115,4.128610755062e-06,2.97250932601874e-05
"YDR373W",-0.655158779681346,6.10763020361087,4.12946200099274e-06,2.97250932601874e-05
"YLR070C",-0.887267212057501,5.11143559916215,4.16399720661797e-06,2.99372678876774e-05
"YOR132W",-0.523679179552916,7.39703386340329,4.19105678312312e-06,3.00952463419169e-05
"YBL095W",-0.773767243819496,5.56143894734523,4.22909109564029e-06,3.03315539550346e-05
"YGR232W",-0.722146422337325,6.4490861991677,4.25559598908477e-06,3.04846991130927e-05
"YNL074C",-0.480541402578349,7.24493645715244,4.31568168349662e-06,3.08777370269039e-05
"YCR069W",-0.480606972745065,7.64432400795034,4.38138091165416e-06,3.13099406452387e-05
"YLR224W",-0.615264899187328,7.11397538224642,4.3893789606001e-06,3.13292585161288e-05
"YCR075C",-0.706407244313313,5.58643987334152,4.40318904786861e-06,3.13899633689621e-05
"YDL046W",-0.517508832131755,8.01137949433436,4.46797791407545e-06,3.18135082040728e-05
"YLR109W",-0.607392427676293,11.7310173240362,4.55289731018618e-06,3.23791987792928e-05
"YPL188W",-0.824181996623681,5.52592309333045,4.57537599826322e-06,3.24999997379634e-05
"YER070W",0.630918721034635,6.53182680482466,4.61416613359879e-06,3.2736236226024e-05
"YKL203C",-0.616514691590204,6.85923317984109,4.72390218968694e-06,3.34746458160211e-05
"YGR194C",-0.711679277707134,6.15183728933358,4.77819019264298e-06,3.38188413515174e-05
"YHR210C",-0.751046947700687,5.26897822519752,4.8378043447718e-06,3.41658261590119e-05
"YKR089C",-0.481147717283653,7.89434864655088,4.83876327890012e-06,3.41658261590119e-05
"YKR053C",0.722293665246211,5.76436668452692,5.20211648236684e-06,3.66876319739745e-05
"YHR007C-A",-2.23514913610468,2.67513900415131,5.28016889692375e-06,3.7193761146545e-05
"YEL046C",0.440211671593432,8.37188817141785,5.29192438423204e-06,3.72322432598109e-05
"YLL057C",-1.14273094765975,4.41728129016106,5.34970139621169e-06,3.75616247967039e-05
"YGR100W",-0.561643410291608,6.93678903942237,5.35239323446537e-06,3.75616247967039e-05
"YGL124C",-0.717598534862238,5.58573823067815,5.35778457468617e-06,3.75616247967039e-05
"YBR160W",-0.59107158427079,6.36384766370845,5.38777808051978e-06,3.77271987011072e-05
"YBR302C",-0.690722155728497,6.53899286985619,5.40795943941192e-06,3.78237541406624e-05
"YML132W",-0.690726975709458,6.53899286985619,5.42902477561726e-06,3.79262569035742e-05
"YLR274W",-0.642730965130793,6.25255388714029,5.44165630566422e-06,3.79696702365745e-05
"YNL265C",-0.660710572694151,5.76264715456013,5.53998257017369e-06,3.86102201033188e-05
"YML008C",0.406398624264289,8.65679825997472,5.61264389364991e-06,3.90706046102665e-05
"YOL088C",-0.690846114009534,6.06825633478684,5.66319623476501e-06,3.93334302077301e-05
"YKL069W",-0.856908177856469,5.26399931694912,5.66369486851209e-06,3.93334302077301e-05
"YPL249C",-0.607369151109154,6.52846654590927,5.71252423823987e-06,3.96260327287987e-05
"YOL002C",1.2428876438717,6.80919450758352,5.72082089896293e-06,3.96371162285289e-05
"YNL003C",-0.587595633135699,6.36752374326199,6.21633369108166e-06,4.30199373685733e-05
"YPL028W",-0.443032094984063,9.30146295267697,6.2319030311803e-06,4.30773016769788e-05
"YKL033W-A",-0.561810266645554,7.14760314919912,6.26163443045682e-06,4.32072356936838e-05
"YGL021W",-0.846057886575258,5.82373644912342,6.27213627669126e-06,4.32072356936838e-05
"YOR162C",-0.730981117512687,5.70467863016566,6.27260697327604e-06,4.32072356936838e-05
"YNL064C",0.597448674787552,8.57663206010523,6.3232183811895e-06,4.35052129784863e-05
"YIL124W",-0.495678702208806,7.77810105181883,6.38771305617689e-06,4.38979072629485e-05
"YNR032W",-0.661246361359052,6.15228363545044,6.43005919969678e-06,4.41376569426982e-05
"YFL058W",-4.01205570009957,2.06748989334182,6.443915436514e-06,4.41815152234685e-05
"YEL052W",-0.502705056140769,7.19422050675212,6.50485251470301e-06,4.45476994554371e-05
"YGR144W",-1.50353578833917,3.69322114932793,6.58285337179847e-06,4.50297611571463e-05
"YPL124W",-1.26871431572574,4.08255916284486,6.59462647526365e-06,4.50582042195554e-05
"YDR319C",-0.790795468028593,5.75726125780683,6.63980972192333e-06,4.53145952994468e-05
"YOR141C",-0.672371443600851,6.46973507656821,6.69419361068756e-06,4.56331147401363e-05
"YPL126W",0.972792469302824,6.42854397633936,6.73200241202744e-06,4.57856658343255e-05
"YPL016W",-1.19329344458578,5.59405011310932,6.73204821292263e-06,4.57856658343255e-05
"YNL039W",-0.615455953865329,6.53875624998505,6.74465438860629e-06,4.58187371037697e-05
"YDL237W",-0.578049950177584,6.37952685538378,6.81947868364883e-06,4.62739167100346e-05
"YKL152C",0.333366285765607,12.9493246385063,6.92339049504739e-06,4.69252022442101e-05
"YBR006W",-0.741918986951783,6.13335246334309,7.08421798837033e-06,4.79603178915186e-05
"YER187W",-1.16909542360891,4.27615846830043,7.22058505158067e-06,4.8827659143089e-05
"YLL056C",-1.17807368475798,4.31293688634485,7.25538541334175e-06,4.89543252756742e-05
"YMR273C",-0.534487960580102,6.75895992875953,7.25586332039315e-06,4.89543252756742e-05
"YKR106W",-1.28928467882484,4.12180470487355,7.27391728654725e-06,4.8973904606897e-05
"YIL065C",-0.619554889074986,6.11724284374547,7.27531893687046e-06,4.8973904606897e-05
"YHR026W",-0.561228516526181,8.32129163458276,7.33994050496026e-06,4.93115578882615e-05
"YHR096C",-0.88445140250038,5.6672069599184,7.34214678038844e-06,4.93115578882615e-05
"YER017C",-0.56068014865613,7.32264788808021,7.35733436234479e-06,4.93575367596305e-05
"YDL067C",-0.832526438792408,5.65974759397039,7.43006822988605e-06,4.97562125281165e-05
"YBR111W-A",-1.11774926426005,4.8954840623555,7.43357983350599e-06,4.97562125281165e-05
"YPL264C",-1.26254188895549,4.10938378628852,7.46167965506499e-06,4.98878627333554e-05
"YDR423C",-0.665791283480904,6.15073435620919,7.48369057698263e-06,4.99785520812711e-05
"YLR362W",-0.679689690031296,5.98708114587831,7.57236014966416e-06,5.05137035011983e-05
"YBR034C",0.925976809839354,6.88624180780221,7.61310286172024e-06,5.06741646551731e-05
"YJL062W",-0.529077713202333,6.85064070951498,7.61354273761178e-06,5.06741646551731e-05
"YPL223C",-1.20286702654122,4.50487457774591,7.69344648103589e-06,5.11484526160555e-05
"YIL079C",1.04321070215199,4.41069596749375,7.79542530509294e-06,5.17682733223737e-05
"YLR038C",-0.781081152215853,5.33056502625912,7.87975588440275e-06,5.22696362870079e-05
"YAL011W",-0.795357813120109,5.63635847196263,7.94946989033596e-06,5.26730272576908e-05
"YPR001W",-1.15724179618377,4.61180229181471,7.96079352301048e-06,5.2679179765794e-05
"YGL087C",-0.769995728864031,5.6411866968423,7.96820447699605e-06,5.2679179765794e-05
"YCR057C",1.23713305035923,5.99634659834241,7.99208812902488e-06,5.27781087716966e-05
"YOL112W",-0.703963039991329,6.03542724349582,8.08471245409114e-06,5.33302604134418e-05
"YGR043C",-1.22137889724428,4.63947320198126,8.18666457099648e-06,5.38775153705389e-05
"YKR101W",-1.03620465826237,4.6790218539988,8.18938984935715e-06,5.38775153705389e-05
"YLR264C-A",1.18825358425968,5.27486408865737,8.19774021877081e-06,5.38775153705389e-05
"YMR135C",-0.489516011837524,7.88830237124779,8.20409689857284e-06,5.38775153705389e-05
"YPL079W",0.367876596290262,10.3644133327555,8.33276143935249e-06,5.46618064707857e-05
"YGL047W",-0.756114359901589,5.83448257773783,8.46231315855633e-06,5.54501738196875e-05
"YMR303C",-0.856030932306152,5.37623762218082,8.60484999125334e-06,5.63217891573518e-05
"YLR154C-G",0.515258573377656,8.19399687803295,8.63113499775096e-06,5.64314097035275e-05
"YJR040W",-0.559352232989828,6.48970195231788,8.65083258292108e-06,5.64637415442065e-05
"YLR045C",-0.581969050960238,6.50095059175606,8.65516538458598e-06,5.64637415442065e-05
"YOL006C",-0.782527743415682,6.20605372511595,8.66840276347997e-06,5.64878184488007e-05
"YPL024W",-1.01908106542306,5.06564520841039,8.80822918338317e-06,5.73358548713732e-05
"YBR256C",-0.587142071630285,7.2090199624122,8.94560548867682e-06,5.8166096347803e-05
"YER142C",-0.759725172119238,5.61392292004697,9.08598824507515e-06,5.90140422020962e-05
"YDR272W",-0.63098166023408,6.3480492319001,9.10260652734714e-06,5.90571522174485e-05
"YOL005C",-0.573265219247026,6.63525630265474,9.12066000921334e-06,5.91094690849018e-05
"YDR191W",-1.20441253095725,4.35834422742036,9.15205646794926e-06,5.92480504604549e-05
"YGL237C",-0.682983550745164,5.94328592055288,9.30898758863857e-06,6.01981197398627e-05
"YCL024W",-0.843969302772314,5.03986626872498,9.35171609927158e-06,6.03458769221619e-05
"YHR029C",-0.676433496725954,5.7141589832194,9.36204747760213e-06,6.03458769221619e-05
"YOR316C",-0.504081513378552,7.03117168546717,9.36243282314426e-06,6.03458769221619e-05
"YDR123C",-1.12227097211489,4.80756862184668,9.532771080812e-06,6.13769385039876e-05
"YGL002W",-0.740245668115449,5.93740862245128,9.68225914412167e-06,6.22716601693129e-05
"YOL030W",-0.442495493454834,8.45106620318689,9.70709996476117e-06,6.23636378843559e-05
"YJR110W",-0.674811931100997,5.95871488596985,9.8228194676152e-06,6.30386364315392e-05
"YKR068C",-0.678307526423631,5.96382125419332,9.83781895987522e-06,6.30664948922878e-05
"YMR017W",-1.79975324328785,3.07612448186664,9.9064384408641e-06,6.34376582841915e-05
"YOL073C",-0.60392490306184,6.31046651730181,9.94836337070921e-06,6.36372606102556e-05
"YKL103C",-0.871414713542765,7.86671632337567,1.00259063068027e-05,6.40640255046991e-05
"YLR006C",-0.543237731950649,6.93068540684494,1.01609250390844e-05,6.48567351200243e-05
"YKL178C",-2.54082313098421,2.73876241168788,1.0210008446503e-05,6.50668061829185e-05
"YPL006W",-0.603726964980102,6.63472407482619,1.02158294649199e-05,6.50668061829185e-05
"YMR015C",0.865932896090015,5.73137610995188,1.04403419059209e-05,6.642527210466e-05
"YKL029C",0.634254365279418,7.48723651587974,1.04550000016574e-05,6.64470837914144e-05
"YML035C",0.55899500089342,6.64867681114743,1.0510198651046e-05,6.67262289895268e-05
"YPL050C",-0.490250956893594,7.28107712668157,1.05572825992022e-05,6.69533131184131e-05
"YDL060W",1.02557786220082,6.17859783815282,1.06170217670991e-05,6.72600832932818e-05
"YGL191W",-0.554533948286243,6.72639469817919,1.08604214694854e-05,6.87284639945935e-05
"YAL049C",-0.609030272186477,6.48050699755858,1.09059250015037e-05,6.89426904208305e-05
"YER131W",0.471736020008511,9.63833378952423,1.12001824884786e-05,7.07272996631037e-05
"YKR018C",-0.452981763741784,7.94945012590871,1.12405506507524e-05,7.09065439237762e-05
"YMR011W",0.468341642399078,11.6709332944151,1.13153963315828e-05,7.13026625068958e-05
"YJR047C",0.635637880805914,6.16592878710275,1.13692212666949e-05,7.15656193989723e-05
"YLR080W",-0.901301808162156,5.11068443350983,1.1476407093531e-05,7.21635502363688e-05
"YBR264C",-0.611045290390989,5.99489270515485,1.15272182549156e-05,7.24061044738172e-05
"YBR132C",-0.625632692458611,6.20120920443182,1.15495945382794e-05,7.24697252205716e-05
"YIL144W",-0.806982517590231,5.64044369434065,1.15755555255808e-05,7.25556801322683e-05
"YLR432W",0.426961989138917,8.61578947100183,1.17416466830056e-05,7.35188607654436e-05
"YLL021W",-0.496218011771036,7.24679866633257,1.18129447526515e-05,7.38870973588151e-05
"YHR192W",-0.580497593200306,6.18597781181966,1.19735103184724e-05,7.48123131514271e-05
"YAR010C",-3.82903315485753,5.56403362100713,1.21695396752242e-05,7.58780842338002e-05
"YPR137C-A",-3.82903311162435,5.56403362100713,1.21697316102546e-05,7.58780842338002e-05
"YKL007W",-0.51764746421437,7.28888779320988,1.21852881215528e-05,7.5895105068661e-05
"YCL039W",-0.57394374691175,7.08679351246948,1.22548513710491e-05,7.62481131046242e-05
"YOL126C",-0.565913663000544,8.23059309467528,1.23094900757377e-05,7.65076184644326e-05
"YLR043C",-0.474582224180977,7.99077820806009,1.2549426076522e-05,7.79170557133061e-05
"YKL016C",-0.502586935172588,7.02980710796101,1.26159618066318e-05,7.82480566140886e-05
"YKL018C-A",-0.634274744737637,5.74187632634185,1.26402270195758e-05,7.83164641621257e-05
"YDR322C-A",-0.731654756602761,5.88071882824897,1.28094987221273e-05,7.92822216933338e-05
"YDR052C",-0.716151941303208,6.68932615535439,1.29300039788e-05,7.99335811705901e-05
"YMR131C",0.578506007780139,7.12572913877088,1.29417560860952e-05,7.99335811705901e-05
"YKL046C",-0.478915489777589,8.10527771593281,1.29745133745265e-05,8.00523416444978e-05
"YKR011C",-0.684237597418035,6.15230272759963,1.30001257452538e-05,8.01268167027778e-05
"YER024W",-0.89703444635862,5.92698267986042,1.31010164405572e-05,8.06646350455538e-05
"YOR288C",-0.943333434375769,4.97991062098028,1.31418078964132e-05,8.08316812090195e-05
"YBL005W",0.815762688686697,5.75437989197724,1.3170297903671e-05,8.08856832311842e-05
"YDR132C",-0.837797345124707,5.05318266229949,1.31779277733415e-05,8.08856832311842e-05
"YKL078W",1.82766947937131,3.7636842614864,1.33413463846142e-05,8.18038824432771e-05
"YDR051C",-0.699095311602432,6.0679045862264,1.34728906260616e-05,8.25249418575635e-05
"YMR238W",-0.487758458134195,8.02508848642917,1.35559579341343e-05,8.29478832433015e-05
"YDR200C",-0.653551333750509,6.19450961349701,1.36384084927966e-05,8.33661808387165e-05
"YIR035C",0.757697605809128,6.62034835884856,1.36830193133639e-05,8.35525544656082e-05
"YIL116W",-0.530878024882178,6.80368430343294,1.37983702375925e-05,8.41700584493141e-05
"YDL206W",-0.989154687816175,5.53017699011535,1.39605786862732e-05,8.50718270717598e-05
"YKR051W",-0.693454709503234,6.20116427987355,1.4022566996566e-05,8.53616552661329e-05
"YNL193W",-0.726686721415428,5.93047932282618,1.41057105189852e-05,8.57795366298412e-05
"YOR044W",-0.958613801927928,4.70233921222405,1.41890855483949e-05,8.61979663140173e-05
"YLR450W",-0.452064454922808,7.6276064236118,1.42826364745881e-05,8.66772923283467e-05
"YNR006W",-0.471302877578809,7.14052447573504,1.43788617159295e-05,8.71718491528223e-05
"YLR091W",-0.787995064817535,5.22076446078017,1.45977500816755e-05,8.84082776184995e-05
"YMR281W",-0.603169952274304,6.18641402876055,1.46371656449275e-05,8.85563487945152e-05
"YPL074W",-0.763388818965797,5.94876081356224,1.4929126269314e-05,9.02304802201541e-05
"YFR031C",-0.7258247293119,6.22146986054966,1.49752377374924e-05,9.04168180538188e-05
"YBL102W",-0.639950598722992,6.56977878563708,1.50243590071085e-05,9.0620929913416e-05
"YFR025C",-0.602097868940347,6.40707565699049,1.50819653525247e-05,9.08757525365464e-05
"YMR004W",-0.632477257633281,6.411550638133,1.51254277888709e-05,9.10449198644447e-05
"YOR212W",0.514150151296071,7.24821745919706,1.54364199200222e-05,9.28224559621663e-05
"YNL284C",-0.693697473315993,5.81348656657137,1.55297669049119e-05,9.32889652551917e-05
"YOR008C",-0.430747010113641,7.78899826983824,1.59295661693181e-05,9.55935527625306e-05
"YDR392W",-0.598370183304126,6.09414399631993,1.63986018759011e-05,9.83085382975752e-05
"YCL016C",-0.817581889276903,5.15836698691511,1.66664200847561e-05,9.98129631999008e-05
"YGL200C",-0.401891217274692,8.51895012040383,1.6991326944213e-05,0.000101655896389189
"YBR167C",-0.840237747038064,5.03371688655225,1.71138743931847e-05,0.000102285651297448
"YDR460W",-0.673451355337924,5.82695666724542,1.73878960569037e-05,0.000103818547899798
"YER095W",-0.670206211909778,7.25055496865962,1.74720307833502e-05,0.000104215732001092
"YOL034W",-1.02010131168914,4.83657472490126,1.74912859147145e-05,0.000104225517379019
"YJR011C",-0.948667864952302,4.5617867716273,1.76536919216458e-05,0.000105087419618087
"YMR304W",-0.642436539399337,6.91948429444977,1.78475240170031e-05,0.00010613447196845
"YIR022W",-0.494266198075938,6.83281029393555,1.84526018503386e-05,0.000109622535289612
"YMR022W",-0.543098637247087,6.71980591897448,1.86566611012992e-05,0.000110723634640308
"YGR174C",-0.649724060659528,5.79029357932276,1.89560053096167e-05,0.00011238745833367
"YDR122W",-0.454221582134905,7.86169220701486,1.90289157365099e-05,0.000112706801214143
"YLR462W",5.54107669392503,1.77110606895835,1.91950495121562e-05,0.000113521029571288
"YJR044C",-0.573549037451845,6.23950994110527,1.920475758e-05,0.000113521029571288
"YCR065W",-0.78159372247428,5.34958077541963,1.93358647656179e-05,0.000114181947922316
"YGR136W",-0.421082870964169,7.76678221561729,2.00250380685449e-05,0.000118133749004566
"YMR053C",-0.621612293956443,5.7606666095756,2.03457176034541e-05,0.000119905987111193
"YOR092W",0.678171614136356,5.8452692182669,2.03809864273808e-05,0.000119994325065485
"YMR093W",1.02362769847962,5.07725181546157,2.04115565597211e-05,0.000120047799597466
"YBL040C",-0.657438113890693,6.78952820065445,2.04306463063458e-05,0.000120047799597466
"YCL061C",-0.766795681829991,5.53502722905938,2.05527427068351e-05,0.00012064541527415
"YCR107W",-0.718480092851711,5.39358711627219,2.07693701439928e-05,0.000121796197365714
"YMR226C",-0.486519077717979,7.99158808853998,2.08595599989425e-05,0.000122135841783231
"YOL090W",-0.605470908245212,6.20255157433383,2.08685712426647e-05,0.000122135841783231
"YBR173C",-0.481560823912809,7.34569328194609,2.09223098708104e-05,0.000122329355242673
"YDR315C",-1.04627879951681,4.34461115971641,2.1074935213795e-05,0.000123100090483736
"YDR377W",-0.627253937156561,6.43243288423473,2.1310458448921e-05,0.00012435304008113
"YHL035C",0.5964397387587,6.5431494847959,2.16830264461866e-05,0.000126402431016834
"YDR384C",0.580648024565697,6.04439892875178,2.18137692703035e-05,0.000127039441705104
"YHL032C",-0.53069210324542,7.60851819702166,2.30725273009799e-05,0.00013423809640108
"YJL069C",1.07823318937968,5.01831445342295,2.32765540460828e-05,0.000135292112269815
"YKL113C",-0.655000478213317,5.99355145399196,2.3856935656487e-05,0.000138529429126039
"YJR039W",-0.583939715627821,6.2479104103899,2.41491485539332e-05,0.00014001171235397
"YFL013C",-0.485903253248026,6.80143780151759,2.41595332623632e-05,0.00014001171235397
"YCL048W-A",-2.88800823640065,2.17308122352089,2.42722136732656e-05,0.00014052709227467
"YMR031C",-0.464919196081521,8.43480861859143,2.43693640789504e-05,0.000140951639545601
"YMR139W",-0.6102956085859,6.67448986509536,2.45346852188813e-05,0.000141769269961055
"YNL138W",-0.435251520677491,8.23097477172776,2.47935854412511e-05,0.000143125507371593
"YBR059C",-0.559253678103552,7.94396899985441,2.50557410197609e-05,0.000144497874867374
"YKL211C",-0.535211457281334,7.31546112332359,2.51969596729325e-05,0.000145142596416278
"YLR407W",-1.02328588985374,4.50805951419213,2.52165944086418e-05,0.000145142596416278
"YOR111W",-1.02596628502514,4.74088427994272,2.53456120820642e-05,0.0001456853343098
"YER083C",-0.478969810520351,7.03779242799565,2.53601308668403e-05,0.0001456853343098
"YHR198C",-0.754257378907816,5.46002401548677,2.57996654399647e-05,0.000148066557137023
"YJL068C",-0.528041981965431,6.71952115135473,2.60177495566285e-05,0.000149173472990863
"YCL051W",-0.507697905769477,7.28740835903494,2.60484352921964e-05,0.000149204832162561
"YOL069W",-0.860392001906336,4.8370610625736,2.61313224999586e-05,0.00014953485032133
"YBR007C",-0.81272958152527,5.91073348582747,2.62883710603606e-05,0.000150288204409811
"YGR167W",-0.426847544230315,8.07943319405728,2.63919005650629e-05,0.000150734435949302
"YJL174W",-0.397248488273099,8.17901762215928,2.64445583298098e-05,0.000150791894508807
"YLR378C",-0.423352901433544,8.2946748863183,2.64655144291088e-05,0.000150791894508807
"YPL135W",-0.522067689330538,7.22802350717021,2.64784144658865e-05,0.000150791894508807
"YKR041W",-1.54967590275602,3.29058796909694,2.65283554108665e-05,0.000150931037467401
"YLL015W",-0.441013894415293,7.40458852876232,2.67825555113321e-05,0.000152133136481559
"YBR046C",-0.606686210119892,6.4292533766183,2.6791064426869e-05,0.000152133136481559
"YLR249W",0.440301957995966,11.6954934457969,2.75408515489075e-05,0.000156239959707272
"YLR392C",-0.771126232048434,5.96063842363649,2.75670978425539e-05,0.000156239959707272
"YPL241C",-1.01657388804208,4.29273162482121,2.76042161038139e-05,0.000156300618838533
"YGL010W",-0.992914893529252,5.00811272748835,2.77449243922468e-05,0.000156947148784822
"YNL077W",-0.730529873294351,5.81927881684783,2.79389230774704e-05,0.00015789360826112
"YJL171C",-0.444953817861117,7.90821459483922,2.80432258426371e-05,0.000158242640479941
"YDR306C",-0.722511971982944,5.99508254367646,2.80541710095417e-05,0.000158242640479941
"YBL017C",-0.402941975067374,8.17835409810118,2.81607329845343e-05,0.000158692435304276
"YHR044C",-1.07455841717626,4.52000476625853,2.83697695047812e-05,0.000159718293206271
"YDR170W-A",-0.914130190697424,4.92764005144254,2.88897519787013e-05,0.000162491124009483
"YBR159W",-0.493438060972717,7.69438274824389,2.90134155206046e-05,0.000163031699558801
"YBR290W",-0.491676144716967,6.88972819671378,2.91773737107553e-05,0.000163797457539411
