"","logFC","logCPM","PValue","FDR"
"YDR212W",-0.124464294438128,7.81817018584444,0.251745012205959,0.343220100742548
"YMR094W",-0.472239708496131,2.93318733870981,0.251805790703876,0.343223880118599
"YLR142W",-0.262615180621887,4.7735057592066,0.252039260158128,0.343403233340175
"YGR102C",-0.27349112461698,5.0651244589966,0.252053446408041,0.343403233340175
"YDR465C",0.222069771739298,6.64331499766479,0.252690657710547,0.344192132061075
"YOR252W",0.271351414966387,5.00482783073012,0.25330691995565,0.34487778548053
"YGR252W",-0.235291215439528,5.96522389844177,0.253313625002567,0.34487778548053
"YCR023C",-0.172707638345557,6.04778481993632,0.253368891918855,0.34487778548053
"YGR057C",-0.285483904707122,4.29999602868477,0.253559130563591,0.345057354081133
"YIL134W",0.238741481168063,4.76135572610225,0.253727286898395,0.345206796177927
"YLL054C",0.384358752544581,4.37127385600786,0.254012985989021,0.345516054734951
"YKL119C",-0.252136260447283,5.03425059280765,0.254568511436839,0.346192112657269
"YPR042C",-0.182564904374147,5.92283252252318,0.25569735729862,0.347647349066162
"YLR285C-A",-0.39997338134368,3.70169010101216,0.256026538747668,0.347976923447617
"YJR090C",-0.176696506145618,6.52937454731175,0.256057381222059,0.347976923447617
"YDR179W-A",-0.401213886114173,3.58276792857385,0.256965732750285,0.348968431101245
"YPL183C",0.334785323039841,5.36509485627841,0.257007851321908,0.348968431101245
"YDR262W",-0.165626750306874,6.4880429447747,0.257023878968346,0.348968431101245
"YLL066C",1.08862677595133,4.68489649074072,0.257037526806211,0.348968431101245
"Q0130",-2.34794892383285,0.822286788908536,0.257081864318122,0.348968431101245
"YNL195C",-0.349495149774571,4.26906024842363,0.257167703410082,0.349004885568224
"YDR446W",2.76184353054189,0.824855263986803,0.257457449561103,0.349291581752478
"YBR072C-A",-2.3478966897188,0.822282204014209,0.257534632069357,0.349291581752478
"YLR307C-A",-2.34377064650443,0.821772809772321,0.257556053943901,0.349291581752478
"YPL187W",-2.68893874232039,0.883109157611411,0.257625864884418,0.349299974742939
"YNL318C",-2.68898274498827,0.883115984787151,0.257680309236594,0.349299974742939
"YKL116C",-0.193095686233083,5.69458748363669,0.258308542411713,0.35007138008477
"YGR257C",-0.13523453877657,6.62704675054278,0.258483819006765,0.350228705533095
"YNL146C-A",-0.703185522717051,2.12632836369383,0.259035547530159,0.350895909967022
"YGR104C",-0.327466749630424,4.85985420392433,0.25931187135458,0.351189824400332
"YEL036C",-0.135858837154016,7.47018181359606,0.259495839116914,0.351282756249188
"YIL078W",0.106349664780151,9.22121966878014,0.259499227237654,0.351282756249188
"YIL133C",0.139508624696055,9.366737457019,0.259733326986147,0.351519235081664
"YKR027W",-0.187345538929641,5.62197719299031,0.260156430573404,0.352011342259967
"YJR012C",-0.217201164793381,5.18455419673227,0.260271478241658,0.352086496743459
"YNL124W",-0.186742764560948,5.5445396827994,0.260346960976528,0.352108106993856
"YLR069C",-0.147256938098032,6.90446947233842,0.260474207265477,0.352146045690814
"YDR188W",-0.107960747803714,8.93264653071332,0.260494041235203,0.352146045690814
"YFL064C",-2.68215776111853,0.882546569837597,0.260743125512828,0.35240225528995
"YKR052C",-0.184121417782497,5.99764263845285,0.260847492468735,0.352462802680408
"YLR226W",-0.334099339524335,4.03832662122406,0.26114477171408,0.352783930190003
"YHR100C",-0.338481396490192,4.18331235210118,0.261308292493632,0.352867500501243
"YDR492W",0.274437382223188,6.64752103068682,0.261325906235668,0.352867500501243
"YKL212W",0.107841278490212,7.88326525643097,0.261489480131773,0.353007815181314
"YDR240C",-0.365031167732405,4.20829077746987,0.261694447813296,0.35320393424071
"YIR030C",-0.558599308784341,2.64946297369093,0.262156948097897,0.353747471355817
"YBR141C",-0.312777653903291,4.16497281930588,0.262325015258812,0.353893551136888
"YIL052C",0.0980315439146357,9.69650220893729,0.262390371731148,0.353901032489902
"YCR041W",-0.365170881294496,3.70215565575962,0.262758630316042,0.354316958883323
"YFL003C",-0.432267483869151,3.42577030207041,0.263022715177433,0.354592254660485
"YAR023C",-0.358519550158074,3.70355163383046,0.263547625599562,0.355218975096267
"YOR036W",-0.157034334533963,6.69171504161378,0.263881999762818,0.355588656933864
"YMR005W",-0.201087167357815,5.97106299965861,0.264154791869245,0.355875205712733
"YJL107C",0.368045166580201,4.40067430472267,0.264293440025124,0.355980943462021
"YGR129W",-0.375685928899301,4.0980520680906,0.264457552158404,0.356120923104524
"YJL126W",-0.263472193095979,4.60456222097164,0.264641576535,0.356287646952809
"YCL008C",-0.189588069799031,6.83557849719202,0.265682921868867,0.357608245836689
"YKL055C",0.492615074891883,2.82674036023234,0.265967141328223,0.35784195979796
"YER105C",-0.177451159902081,6.72159828285792,0.265977512116178,0.35784195979796
"YOR034C-A",-0.475692298866245,2.84457570939932,0.266500924812643,0.358464644718438
"YFR012W",-0.837110362593795,1.78709548364442,0.267397204462486,0.359588467910121
"YOL001W",-0.26254051196692,4.99779656336918,0.26755466506237,0.359718462434457
"YML015C",-0.202371837848159,5.71813760534934,0.267997100875807,0.360231450677454
"YPL076W",0.252573660751118,4.53253096964993,0.268182411910868,0.360343740273898
"YOL101C",0.386545002755083,5.76974343105477,0.268202439101952,0.360343740273898
"YBL027W",0.0952572103250637,10.6953462732678,0.268516834588752,0.360684247505481
"YBR120C",-0.284177420999711,4.34202201757123,0.268959119583833,0.361196348292678
"YCL002C",-0.2056030330258,5.24540453195326,0.269449053797671,0.361772192267034
"YJR125C",-0.15443153325124,7.39546445371333,0.269903001118502,0.362299468606664
"YJL154C",-0.116861301522961,7.37603241081058,0.270242132142604,0.362672419117212
"YDR235W",-0.306420950096041,5.10917419406925,0.270389170414087,0.36267524304062
"YPR088C",-0.129166943519539,8.02258935001649,0.270403869650463,0.36267524304062
"YPR187W",0.140857464246933,7.24706802465623,0.270432058329478,0.36267524304062
"YBR135W",-0.17178946142441,5.70310898233663,0.270489411448074,0.36267524304062
"YPL192C",-0.527265073746634,3.10518859694534,0.270738298817431,0.362926713661698
"YLR460C",-0.417018258877338,3.52709543820194,0.270890399377775,0.363048356312185
"YKR065C",-0.12938849529532,6.58045612382719,0.271619634692572,0.363943246937488
"YPR194C",0.329744079720657,3.96537947946917,0.272521311372895,0.365029439267951
"YGR021W",-0.17322992643925,6.22039224785706,0.272553669542979,0.365029439267951
"YER170W",-0.298921285388915,4.69732188731866,0.273261803492719,0.365815737985932
"YLR239C",-0.19612980709779,5.42613902110558,0.27326441810002,0.365815737985932
"YOR184W",0.13934502267438,7.72716891392093,0.273518667294485,0.366073276268145
"YML005W",-0.259138766618006,4.57385218016352,0.273903099330943,0.366504893428582
"YDR308C",-0.246425447688639,4.9321123383316,0.274243648271856,0.366877609501372
"YOL149W",-0.206725559509921,5.8434792606921,0.274392079760378,0.366993204326889
"YGL206C",-0.122595804681058,7.75861552946337,0.27502359146796,0.367754709766309
"YDL140C",0.111571746641834,9.04316807333618,0.275388252621961,0.368159125793977
"YEL050C",-0.152452419340683,6.2179514042209,0.275801947152509,0.36862889570847
"YBR087W",-0.217828778243097,5.73157215492725,0.276929123276285,0.37005185691639
"YNR028W",-0.184474213785218,6.12361204527424,0.277077202566145,0.3701661340221
"YCR100C",-0.324595056099949,3.66839300734371,0.277716218857345,0.370936087354156
"YEL060C",-0.138385857112089,9.23648703138412,0.277975942976116,0.37119919986226
"YIL128W",-0.203482196556343,5.90233733618847,0.278096467508713,0.371216220991146
"YLR257W",-0.095565964948044,9.00770852021196,0.278114163875908,0.371216220991146
"YPL026C",0.155448796661976,6.25848262271131,0.279255360796369,0.37265538336313
"YHR057C",-0.152764650762866,7.15844487984383,0.279751506554771,0.373233295216365
"YGL148W",0.11082456381873,9.07546719128083,0.279924067866133,0.373379330379601
"YML036W",-0.341205425839765,4.53329860601364,0.280573078635883,0.374160673042263
"YNL054W-A",1.22770348386328,3.02935914070501,0.280843112053877,0.374436388919061
"YER051W",-0.290503392845374,4.74360635855572,0.28120271103233,0.374831367690538
"YPL066W",-0.199003416534281,5.81529366930006,0.281387739372535,0.374993525645786
"YLR125W",-0.412103298272138,3.06033338300031,0.281938303631044,0.375642635123821
"YBL101C",0.220533014698878,7.07296691515369,0.282490926091366,0.376236050968769
"YDR173C",-0.221752468737868,4.95577609222608,0.282510862676059,0.376236050968769
"YOR202W",0.233192607249613,7.10276448817594,0.282862148448432,0.376581044367893
"YJL205C",0.367902185331682,3.33832020945964,0.282897201658828,0.376581044367893
"YHR053C",0.159282129312466,7.15601569792686,0.283133176285933,0.376810392281572
"YOR317W",-0.108563425733617,7.91140632580056,0.28361689769177,0.377369278984079
"YJR075W",-0.124794738040019,6.96461037145448,0.284309392655271,0.378205637666645
"YJL088W",0.513722782236255,2.62971363466172,0.285005662611274,0.379046640968961
"YGR206W",-0.296532862068005,4.13158589729053,0.285109968993039,0.379100154276811
"YGL019W",-0.115086762048761,7.44350352694152,0.287215223391214,0.381813632173851
"YDR429C",0.10701713308812,8.56702500515929,0.287462805179217,0.382056922337248
"YOR323C",-0.117031403960207,7.79971750242748,0.287838532411596,0.382470378683901
"YBR280C",-0.188223790425951,5.8889454010648,0.287985567676309,0.382579839232312
"YJR034W",-0.225213870845748,4.85809442251634,0.288220307443519,0.382805737181437
"YHR055C",0.157923554303898,7.15667264470551,0.288658141729277,0.383301217372562
"YNL102W",-0.193615609039101,5.46113866274886,0.289033627198443,0.383713702520347
"YLR440C",0.171556907170997,5.63881512496028,0.289365698363889,0.384068379815866
"YNL280C",-0.124060646903602,7.28277675988997,0.289499302787914,0.384141799519649
"YKL035W",0.106535563121727,9.32557753288713,0.289550857843102,0.384141799519649
"YDR523C",0.808371805282604,2.82248267860628,0.290325669100975,0.385029007940395
"YGL259W",-0.564636958978016,2.82514198113289,0.290349743692757,0.385029007940395
"YNL169C",-0.152732887356147,6.72065255755347,0.290444338605242,0.385068149569173
"YNL050C",-0.28094766837612,4.87272609868317,0.29081405732556,0.385403191925522
"YML049C",-0.144916592271586,6.73257679747058,0.290827319916758,0.385403191925522
"YGL129C",-0.193069807185686,5.83427942302424,0.291237029201853,0.385825714912577
"YGL059W",-0.172287756298774,5.44409376659961,0.291276570646354,0.385825714912577
"YNR061C",-0.155206951576946,6.08907360719097,0.291485532215519,0.385977096357014
"YGR254W",-0.145202646872503,12.2289219727163,0.291521318847304,0.385977096357014
"YPL144W",-0.300187982783237,4.18706677250681,0.291859444460986,0.386338329502383
"YOL147C",-0.219248904333996,5.61887288679699,0.29249542011257,0.387093581034684
"YHL022C",-0.549582662660351,2.33691131808093,0.292792966985777,0.387400712355735
"YPL243W",-0.197350708222428,7.0654672013268,0.292905045699325,0.387462364275186
"YCR038C",-0.193476885968404,5.106096570091,0.293451808641519,0.388098871643243
"YLR453C",0.344199950954617,3.61447144105128,0.293825729658474,0.388506556958478
"YKR048C",-0.159943288648752,8.55190414711527,0.294290854026927,0.38903462539708
"YNL238W",-0.170567746618257,7.04977327667161,0.29485766858162,0.389696856153103
"YIL102C",-0.849565064160788,1.68948159863072,0.294997866312148,0.389795081502676
"YDL219W",-0.308135837240676,4.35869535598711,0.295523093885878,0.390401908131891
"YHR039C",-0.111666448500781,7.7312141745036,0.296915599495722,0.392153929066113
"YOL155W-A",0.870631559183778,1.58429939410175,0.297072420669498,0.392273490984472
"YDL145C",-0.0926708024301036,8.69244868210911,0.297399413723418,0.392617655288145
"YGR196C",-0.13302769550803,6.3150653172545,0.29765241582865,0.39281868556941
"YNL292W",0.213002907996116,5.66556234072793,0.297684466130342,0.39281868556941
"YMR263W",-0.177555383856278,5.78367351851482,0.298121270803495,0.393307371091255
"YGL189C",-0.161783208696583,10.3816978540975,0.298519335437467,0.39374474092365
"YDR484W",-0.207165917459344,4.98498617853574,0.29859799832318,0.393760721212003
"YHR020W",0.107176214159498,8.32047679430146,0.298733254317544,0.393851306995746
"YJR101W",0.201069418519413,5.88102022439464,0.29936770293271,0.394392657714971
"YLR205C",-0.24205995272118,4.88486733066636,0.299403686536281,0.394392657714971
"YOR280C",-0.206948565241135,5.11411672804553,0.299438061479509,0.394392657714971
"YMR182C",0.195628577114317,5.3179957963974,0.299441526715957,0.394392657714971
"YOR268C",-0.770047898774382,1.65344731503277,0.299477135560819,0.394392657714971
"YDR300C",0.184612622684878,6.71333035439446,0.300252701875726,0.395326042945854
"YHR133C",-0.1399237303224,6.81413688256452,0.300485237673228,0.395544193840377
"YKL184W",-0.134402376522819,6.90635815825386,0.300649818333116,0.395672814741337
"YKR004C",-0.342180713289877,4.18627605065053,0.30078605137441,0.395764079604711
"YDR539W",0.150286173507689,5.96802600117006,0.301441910271915,0.396538857954407
"YLR364W",-0.39947180358312,3.09880864267052,0.302063592385016,0.397268343218969
"YPL108W",-0.280449920337655,4.09748846918898,0.302252109031985,0.39742793980939
"YHR019C",0.0976144358682847,9.43924961153075,0.302695190601733,0.3979221157055
"YIL158W",0.225260087112496,5.33754995012601,0.302817038145089,0.397993872657595
"YHR152W",-0.187359123305598,5.68139597415851,0.303578990075973,0.398906703148908
"YKR061W",0.268113823115328,5.03338879774811,0.303770410224865,0.399069608636884
"YJL139C",-0.179477759707862,5.43234750157072,0.304647756163911,0.400133356985985
"YER061C",0.195858630065047,5.55352849113311,0.305243400251399,0.400826719770867
"YOL056W",0.18003503609269,5.73633882919922,0.305339813758584,0.400864361661757
"YBR270C",-0.220410658650112,4.72285322774971,0.305729915003318,0.401287468295171
"YGR200C",0.191709709661879,6.2624410660101,0.306492012563137,0.402198544762936
"YPL101W",-0.172691911731977,5.83852943607405,0.306854339327409,0.402584728558821
"YFR005C",-0.276825684037777,5.33230094784616,0.30743908387857,0.403262482666703
"YBR182C-A",-1.1281850381315,1.15633062422294,0.307522854009104,0.403282962582418
"YGL139W",-0.160092510050423,6.43722223020181,0.307722606091059,0.403455497505162
"YDR419W",-0.196950526432295,4.95731979677758,0.308009267844776,0.403741878120855
"YEL033W",0.272422163389853,6.30785657592974,0.308360805060318,0.404113152500975
"YMR277W",-0.152157200233142,6.5533757410538,0.308448465600275,0.404138523241105
"YHL042W",-0.549535881102169,2.20270943777115,0.308563176262207,0.404199316790675
"YOR297C",-0.292003021633414,4.60937753367831,0.309119137403327,0.404837967245571
"YDR453C",-0.209830548756438,4.79279145959112,0.310537744479305,0.40660584954283
"YPR086W",-0.118240232733812,6.86500810447656,0.310766808056219,0.406815752935542
"YOL060C",-0.135652618272791,7.31331407682651,0.311271558945379,0.407386377854414
"YJL124C",-0.123745694654493,6.80018103507258,0.311553852791575,0.407665667175531
"YNL128W",-0.366736546550324,3.20893608448913,0.311890807578153,0.407960125086688
"YJR083C",-0.196334835754939,5.11950888821851,0.311916783148923,0.407960125086688
"YGL092W",-0.158988599292768,6.85995945366435,0.312184687828146,0.408220286824119
"YJR046W",0.148550901631346,5.83536614288661,0.314061526171997,0.410583749527111
"YDR451C",0.206179338196861,5.05044241712875,0.314646996309104,0.411258289631317
"YAL046C",-0.223182588756654,5.09152221021554,0.315479640587676,0.412255528568304
"YOR351C",-0.50594406786221,2.75106990207025,0.31622399968494,0.41313698523643
"YMR260C",0.14034559744981,8.23652418343699,0.317168234477812,0.414279126579517
"YGL089C",-0.340793526179643,3.53127269256274,0.3175267424573,0.414655867384648
"YPL008W",-0.172335383753883,5.44634784285467,0.317757147550516,0.414865190215446
"YNL069C",0.144122047811446,9.84062947974026,0.317961230741661,0.415040062276287
"YGL032C",-0.249256228315482,4.21470709841257,0.318181421054522,0.415235877454699
"YPL178W",-0.125449060033898,7.1007952726339,0.318578913661756,0.415662939831668
"YIL013C",0.191267618103964,5.14184592940258,0.318929226883556,0.416014812535451
"YLR130C",0.135715153053415,7.00907941414616,0.318989218264888,0.416014812535451
"YGR065C",-0.166377630055292,5.79691916686134,0.319088386689468,0.41605244249484
"YLR410W",-0.124121447996483,7.23933145920495,0.319185090818107,0.416086843439246
"YJL060W",-0.167396058757856,6.71610907901737,0.319842008120112,0.416851357279009
"YCL017C",-0.129948311849203,7.03887550048454,0.320046704744031,0.417026283191022
"YBR181C",0.0891034529140104,10.2031598440719,0.320360565433185,0.417270453212081
"YKL176C",-0.129569282424265,6.50399842077998,0.320375134179903,0.417270453212081
"YLR162W-A",0.194321365373326,7.25224600414303,0.320532536968539,0.417383587421401
"YPL252C",0.152194731483939,6.04120968575166,0.321702371230583,0.418814726198318
"YNR004W",-0.301562227227823,3.99316040156497,0.321854588367923,0.418920721375495
"YJR003C",0.287100695156034,4.98879152019704,0.322072716226398,0.419112439391159
"YGL067W",-0.147620288184065,5.77710397144841,0.323259104287312,0.420563790692178
"YNR037C",0.146849726346426,5.8661165322169,0.324249357761627,0.421759386651033
"YBL004W",0.229893477237773,6.86625944656997,0.324507593189659,0.42200251184686
"YKR094C",0.105129466405019,9.84030021826896,0.32463597126332,0.422008140040932
"YDL205C",0.125440751441565,6.2776443199872,0.324654563709028,0.422008140040932
"YAL036C",0.195336396766064,5.79926954956175,0.325051451440416,0.422431240538752
"YJL029C",-0.166537569301331,5.97875629762822,0.325827555564823,0.42334687006523
"YOR079C",-0.161887796893618,6.37738949503264,0.326161199142257,0.423687335965913
"YBL063W",-0.20785991379029,5.07066874601642,0.327095592770105,0.424807862691113
"YOR161C-C",0.997112127157186,1.43182265161387,0.327847224730295,0.425690592216185
"YBL103C",-0.183640607116566,6.00500958825666,0.328050083699017,0.42586054086158
"YKL010C",-0.126611208641924,6.57226531290332,0.328315265186578,0.426086638952263
"YJR124C",0.195456401933308,5.45498199871974,0.328368273385554,0.426086638952263
"YKL098W",-0.135419428049913,6.38897363283784,0.328562163157229,0.426159342387366
"YFL051C",-0.339771985157957,3.66396045581261,0.328568348820545,0.426159342387366
"YPL152W",-0.198591266533492,4.77293141548314,0.329071589196785,0.426718517045228
"YKL006W",0.0942146016297689,10.2932072803261,0.329430779319406,0.42709069264525
"YER157W",-0.234615690528416,5.40928747705366,0.329758168994973,0.4274214865155
"YIL110W",0.214106924292909,5.12791104993143,0.330251259803293,0.427966864707858
"YDL073W",-0.181121637029405,6.11234717616364,0.330832515643664,0.428626230581029
"YCL031C",-0.175459127284704,6.4507655470444,0.330942704648615,0.428675127715817
"YHR117W",-0.137686426421959,6.2929989589425,0.332250175680703,0.430274521668356
"YOR378W",0.353419798012943,3.51477086602311,0.332623123597739,0.430663243397773
"YBR050C",0.25639738248861,5.0147121678838,0.332895644201592,0.430921795392872
"YER107C",-0.122330086181239,6.79931144467402,0.333382744604261,0.431457939593923
"YHR047C",-0.124624065208125,6.78459189059263,0.333943557411452,0.432089225716939
"YHR072W",-0.146389219453239,6.81869823475902,0.334693409496214,0.432964780058832
"YBR047W",0.363469117671718,3.31682044132106,0.334980327829445,0.433173920891932
"YFL067W",-0.227096110026914,7.47701655613764,0.335001497718688,0.433173920891932
"YGR240C",-0.078068105197777,10.1918473930963,0.33512885551482,0.433243923548435
"YOR233W",-0.174264458534749,5.60749629530633,0.33524208598239,0.433295636251158
"YDR471W",0.0903018427476722,9.29185149052757,0.336444815444291,0.434667123678142
"YDR170C",-0.0951491678974073,7.93896939708793,0.336450131222898,0.434667123678142
"YJR008W",0.166511946941934,5.77171923615014,0.336600329451434,0.434766240856611
"YMR009W",-0.154582782215529,6.0492566924609,0.336769010150502,0.43488918224804
"YNR062C",0.364219620795112,3.26728421526382,0.337881504151224,0.436230604421295
"YIL057C",0.425271894171263,3.57813556817382,0.338350864241548,0.436741287896431
"YLR312W-A",-0.176334814289466,5.27907969016826,0.339175064155285,0.437709673850997
"YGR040W",-0.194008836039116,5.32466120145619,0.339796367520894,0.438340929735803
"YLR029C",0.0888852009574767,10.8956767751654,0.339812378688208,0.438340929735803
"YOR028C",0.207516120604278,5.39395383144058,0.340061281196928,0.438566390767703
"YBR140C",-0.112381677788211,7.010609870683,0.340763787463101,0.439376624628278
"YJL011C",0.390939001437548,3.53570374099969,0.341067082159329,0.439671879114761
"YGR250C",-0.111925408192271,7.35857636581895,0.341392323407021,0.439995290263416
"YIL022W",-0.110831121344462,7.54713384905709,0.341467981466749,0.439996961310704
"YJR059W",0.0966007375507104,7.86534757364437,0.34288874561709,0.441731484392842
"YNL108C",0.206862230610018,5.24582319760691,0.342994684333242,0.441771777797081
"YOR119C",0.247639934567973,5.217929901608,0.343117155393901,0.441833342429971
"YPR145C-A",-0.613625150538835,2.07687456768652,0.343302556045975,0.44197589732899
"YJR122W",-0.192528756099305,5.0719675327341,0.344023979395963,0.442808328493782
"YHR122W",-0.194097241683182,5.06460083878941,0.344638938541305,0.443503392637865
"YML058W",0.105511041891287,7.20950069384254,0.34503976799662,0.443873574384369
"YEL007W",0.127155600366782,7.04666370006152,0.345076633795521,0.443873574384369
"YHR024C",0.11434522312493,6.86796691456284,0.345562827144663,0.444402357795038
"YHR157W",-0.508200547271397,2.2462075671636,0.345689378718547,0.444468503667458
"YNL139C",-0.153279074486462,6.16213058848854,0.346113254563855,0.444916821041566
"YNL020C",-0.13582033439219,6.3375984949643,0.346315943960631,0.44508067776174
"YFR051C",-0.0936482378259334,8.16154690851261,0.346494254315234,0.445213138497989
"YLR115W",-0.155864936407758,5.67159515550734,0.348382253142556,0.447503875701485
"YJL041W",-0.108330748884571,7.17433898487622,0.348428317619865,0.447503875701485
"YIL097W",-0.189426386553066,5.12070485455456,0.349416048584252,0.448675078010637
"YEL042W",-0.100797015555937,7.29244025587934,0.349766984435124,0.449028259254204
"YOR209C",0.0972231992478011,7.91650956819366,0.349908746442807,0.449112809696765
"YJL056C",-0.18531271783429,5.08015715960753,0.350393845908784,0.449637906363538
"YOR182C",0.136199090427089,8.47070424990638,0.350994031294497,0.450251760394979
"YMR228W",-0.265013452611398,4.07412136090191,0.351024399307425,0.450251760394979
"YPL036W",-0.337691354550858,3.96855891719469,0.351834515169748,0.451193070277287
"YPR106W",0.243828494349152,4.97386767578308,0.352081517307662,0.451411990879618
"YGR171C",-0.216431426980542,4.7309586109266,0.352779849327076,0.452209351921211
"YER130C",0.168106547593928,5.96822461921802,0.353132674682634,0.452563577235682
"YIR033W",-0.111792498861249,7.56885902264881,0.353405529960516,0.452781017255601
"YKL138C",-0.216546903399938,5.17199017389228,0.353455385956333,0.452781017255601
"YAR050W",-0.20761608643805,4.96016407640837,0.353910697383446,0.453266146410789
"YER143W",-0.107680893811235,6.82902025701157,0.354622896811313,0.454080000093603
"YCL033C",-0.162104085009805,6.45798264916237,0.354856446551306,0.45428074302122
"YOR396W",-0.131655551505475,6.72230989239176,0.355370606066165,0.454811526126987
"YLR467W",-0.13165531474778,6.72230989239176,0.355432672509339,0.454811526126987
"YDR545W",-0.131655051584983,6.72230989239176,0.355501657653763,0.454811526126987
"YML058W-A",0.314042558325452,3.45771286730971,0.355985926043022,0.455332625247851
"YGL258W-A",-0.604055214428775,2.25263560093458,0.35641694263728,0.455742195083145
"YMR230W",0.111083232957531,8.95023385680893,0.356460178949602,0.455742195083145
"YLR393W",0.266208481557828,3.88730095149676,0.356705988056407,0.455957945847864
"YBL009W",-0.227905211169554,5.02661213708676,0.357207859102135,0.456485921126795
"YLR363W-A",0.455947487366627,3.77582420795218,0.357296005216248,0.456485921126795
"YGL040C",0.106036177787434,7.528097005084,0.357350479408368,0.456485921126795
"YLR370C",-0.111539621712526,6.81537355698641,0.358082151643333,0.457321841414548
"YOL140W",-0.209965810227435,4.63329988909971,0.358260577334472,0.45745097887097
"YGL232W",-0.184323649295232,5.71794452571524,0.358818723499425,0.45806480840261
"YOR109W",-0.113247161763009,6.85261087010761,0.359221957694653,0.458457090499366
"YNL289W",0.167041383577461,5.62303228365406,0.359348713673937,0.458457090499366
"YIL084C",0.184154034450773,4.69349351739058,0.359358456267713,0.458457090499366
"YMR220W",0.128110375813043,6.63052586515456,0.35976503940925,0.458876856689919
"YHR037W",-0.128497858151498,6.80571204817036,0.359853135079003,0.458890301780702
"YMR125W",-0.1486530443824,6.65876802721204,0.361472946662992,0.460856588107073
"YLL018C-A",0.151101614577883,5.27385026030181,0.362039706229107,0.461479737560885
"YIL109C",-0.0903209122683287,8.39367016765566,0.362169271001642,0.461545461235562
"YLR223C",0.251902897498285,5.54762467048981,0.362323624124347,0.461548371412474
"YPL030W",0.205125563493578,5.23377372875058,0.362345430757807,0.461548371412474
"YDR495C",-0.238751043840028,5.22250968839661,0.362405565925698,0.461548371412474
"YBR112C",0.0949439118847227,8.09865020497868,0.362604666295671,0.461622570867186
"YJL153C",0.355619254195306,3.55324876546218,0.362619859623235,0.461622570867186
"YIL137C",-0.105384978394077,6.86734721046322,0.363598246976651,0.462768515242169
"YBR155W",0.218230399894908,5.72091224775195,0.363785293258703,0.46290700649715
"YJR132W",0.196347568550601,5.87635422261827,0.363867835246675,0.46291248788531
"YKL180W",0.0925048802657825,10.1768471377927,0.364056645132571,0.463053131824897
"YJL121C",-0.101257063252298,7.34282159319368,0.365657249294193,0.464989027310067
"YIL030C",-0.100529661387501,7.43386539714283,0.365850790856973,0.465135180382619
"YCR048W",-0.127301010400889,7.17055819289637,0.366125210496485,0.465384075297036
"YGR240C-A",0.523404674228661,2.32391146753675,0.366721275712866,0.466041621218433
"YOR129C",-0.229199322051507,4.71050906665415,0.368310922222459,0.467961289841162
"YLR221C",0.193377381603045,6.16382255175353,0.36845675175159,0.468046071299734
"YMR194W",-0.159931263605867,7.90102405171003,0.368857970092934,0.468447347239388
"YPL253C",-0.297347741445804,4.08233105459704,0.368930984981502,0.468447347239388
"YPL115C",-0.126947235950688,6.21296711497087,0.369117816723482,0.46853629404894
"YNL282W",-0.306421415717699,3.91435399541308,0.369258449011695,0.46853629404894
"YML062C",-0.163591476144672,6.08833344267043,0.369310618467818,0.46853629404894
"YMR223W",0.257621796830435,4.8152651948405,0.369317775130008,0.46853629404894
"YDR416W",-0.175886014300104,5.33441652375221,0.369837204941511,0.469094692741462
"YPL210C",-0.161147797641638,6.66649462307367,0.370335820017266,0.469626456717137
"YGL188C-A",-0.730144006215562,1.50513232729105,0.370541046271272,0.469762473758651
"YGR093W",-0.154448898601728,5.51198906131487,0.370670933594664,0.469762473758651
"YOR151C",-0.0836162285236395,8.63533407143801,0.370681255700379,0.469762473758651
"YGR195W",0.176284448236215,5.75851892646865,0.371046216868185,0.47012429661864
"YLR052W",-0.163016721400219,5.81074944553774,0.371182096870276,0.470195775461662
"YDR202C",-0.145396622565068,5.73650430401536,0.371343786698054,0.470299911363953
"YPR055W",-0.151295508814356,5.78388082015292,0.37155534928828,0.470467152094747
"YGR161C-D",0.51059184175773,6.32274576581068,0.371745942165579,0.470607774880987
"YBR090C",-0.276077165011861,3.99177208782855,0.372111439622676,0.470969708716015
"YJL111W",-0.0939979160980225,8.47820544734019,0.373287385617427,0.472357027523164
"YDL082W",0.121115325973141,9.300802571626,0.373591987155242,0.472641391489751
"YBR192W",-0.19277492882559,5.45397050804784,0.374381743595994,0.473452971120843
"YKR079C",0.250876771757154,5.2233876988376,0.374393518991791,0.473452971120843
"YPR201W",-0.321476116068022,3.36157630578325,0.374808798887021,0.473876851071475
"YBR154C",0.263423945021381,6.13031646639807,0.375067180298805,0.474102222992529
"YLR233C",-0.222714801818731,4.53561303862032,0.375246998303188,0.4742282120803
"YLL066W-B",0.562389839352514,2.1348117495287,0.375454339074872,0.474306817540979
"YBR268W",-0.153741482977872,6.20436382483099,0.375469517215133,0.474306817540979
"YDR389W",-0.139100147485645,6.11141164770419,0.376143368113753,0.475056629483261
"YKL005C",-0.134529589300032,5.95355455716727,0.376637587203493,0.475579300785973
"YER106W",0.980858381154787,1.208482122655,0.378148566066576,0.477361732264055
"YKL085W",-0.133599896873297,8.41461686620982,0.37821054602905,0.477361732264055
"YDR414C",-0.234516421089989,5.15787169915281,0.378446871907767,0.477558144823685
"YPR035W",0.156136427631421,11.0175388923534,0.378578907685284,0.477622899098897
